Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
11503,India,Soybeans,1995,10121,1083.0,61257.0,25.55
11504,India,Soybeans,1995,10121,1083.0,61257.0,24.04
11505,India,Soybeans,1995,10121,1083.0,61257.0,26.04
11506,India,Soybeans,1995,10121,1083.0,61257.0,25.92
11507,India,Soybeans,1995,10121,1083.0,61257.0,25.76
11508,India,Soybeans,1995,10121,1083.0,61257.0,25.24
11509,India,Soybeans,1995,10121,1083.0,61257.0,26.72
11510,India,Soybeans,1995,10121,1083.0,61257.0,24.64
11511,India,Soybeans,1995,10121,1083.0,61257.0,27.03
11512,India,Soybeans,1995,10121,1083.0,61257.0,27.03
11513,India,Soybeans,1995,10121,1083.0,61257.0,26.01
11668,India,Soybeans,1996,10319,1083.0,56114.0,25.63
11669,India,Soybeans,1996,10319,1083.0,56114.0,27.06
11670,India,Soybeans,1996,10319,1083.0,56114.0,26.1
11671,India,Soybeans,1996,10319,1083.0,56114.0,23.81
11672,India,Soybeans,1996,10319,1083.0,56114.0,25.41
11673,India,Soybeans,1996,10319,1083.0,56114.0,25.9
11674,India,Soybeans,1996,10319,1083.0,56114.0,25.55
11675,India,Soybeans,1996,10319,1083.0,56114.0,26.65
11676,India,Soybeans,1996,10319,1083.0,56114.0,27.37
11677,India,Soybeans,1996,10319,1083.0,56114.0,25.55
11678,India,Soybeans,1996,10319,1083.0,56114.0,25.79
11679,India,Soybeans,1996,10319,1083.0,56114.0,25.31
11680,India,Soybeans,1996,10319,1083.0,56114.0,23.81
11681,India,Soybeans,1996,10319,1083.0,56114.0,26.46
11682,India,Soybeans,1996,10319,1083.0,56114.0,25.55
11683,India,Soybeans,1996,10319,1083.0,56114.0,25.75
11684,India,Soybeans,1996,10319,1083.0,56114.0,25.34
11685,India,Soybeans,1996,10319,1083.0,56114.0,26.64
11686,India,Soybeans,1996,10319,1083.0,56114.0,24.78
11687,India,Soybeans,1996,10319,1083.0,56114.0,27.01
11688,India,Soybeans,1996,10319,1083.0,56114.0,27.01
11689,India,Soybeans,1996,10319,1083.0,56114.0,25.99
11844,India,Soybeans,1997,10789,1083.0,52279.0,24.92
11845,India,Soybeans,1997,10789,1083.0,52279.0,26.45
11846,India,Soybeans,1997,10789,1083.0,52279.0,25.58
11847,India,Soybeans,1997,10789,1083.0,52279.0,23.26
11848,India,Soybeans,1997,10789,1083.0,52279.0,25.68
11849,India,Soybeans,1997,10789,1083.0,52279.0,25.09
11850,India,Soybeans,1997,10789,1083.0,52279.0,24.71
11851,India,Soybeans,1997,10789,1083.0,52279.0,26.19
11852,India,Soybeans,1997,10789,1083.0,52279.0,27.47
11853,India,Soybeans,1997,10789,1083.0,52279.0,24.77
11854,India,Soybeans,1997,10789,1083.0,52279.0,24.83
11855,India,Soybeans,1997,10789,1083.0,52279.0,24.71
11856,India,Soybeans,1997,10789,1083.0,52279.0,23.26
11857,India,Soybeans,1997,10789,1083.0,52279.0,25.75
11858,India,Soybeans,1997,10789,1083.0,52279.0,24.71
11859,India,Soybeans,1997,10789,1083.0,52279.0,25.46
11860,India,Soybeans,1997,10789,1083.0,52279.0,25.21
11861,India,Soybeans,1997,10789,1083.0,52279.0,26.38
11862,India,Soybeans,1997,10789,1083.0,52279.0,24.55
11863,India,Soybeans,1997,10789,1083.0,52279.0,26.53
11864,India,Soybeans,1997,10789,1083.0,52279.0,26.53
11865,India,Soybeans,1997,10789,1083.0,52279.0,25.58
12020,India,Soybeans,1998,11001,1083.0,49157.0,25.91
12021,India,Soybeans,1998,11001,1083.0,49157.0,27.48
12022,India,Soybeans,1998,11001,1083.0,49157.0,26.35
12023,India,Soybeans,1998,11001,1083.0,49157.0,24.34
12024,India,Soybeans,1998,11001,1083.0,49157.0,26.01
12025,India,Soybeans,1998,11001,1083.0,49157.0,26.12
12026,India,Soybeans,1998,11001,1083.0,49157.0,25.77
12027,India,Soybeans,1998,11001,1083.0,49157.0,26.69
12028,India,Soybeans,1998,11001,1083.0,49157.0,27.87
12029,India,Soybeans,1998,11001,1083.0,49157.0,25.87
12030,India,Soybeans,1998,11001,1083.0,49157.0,26.27
12031,India,Soybeans,1998,11001,1083.0,49157.0,25.46
12032,India,Soybeans,1998,11001,1083.0,49157.0,24.34
12033,India,Soybeans,1998,11001,1083.0,49157.0,26.4
12034,India,Soybeans,1998,11001,1083.0,49157.0,25.77
12035,India,Soybeans,1998,11001,1083.0,49157.0,25.87
12036,India,Soybeans,1998,11001,1083.0,49157.0,25.55
12037,India,Soybeans,1998,11001,1083.0,49157.0,27.09
12038,India,Soybeans,1998,11001,1083.0,49157.0,24.84
12039,India,Soybeans,1998,11001,1083.0,49157.0,27.32
12040,India,Soybeans,1998,11001,1083.0,49157.0,27.32
12041,India,Soybeans,1998,11001,1083.0,49157.0,26.12
12196,India,Soybeans,1999,11380,1083.0,46195.0,26.12
12197,India,Soybeans,1999,11380,1083.0,46195.0,27.21
12198,India,Soybeans,1999,11380,1083.0,46195.0,26.4
12199,India,Soybeans,1999,11380,1083.0,46195.0,24.9
12200,India,Soybeans,1999,11380,1083.0,46195.0,25.29
12201,India,Soybeans,1999,11380,1083.0,46195.0,25.74
12202,India,Soybeans,1999,11380,1083.0,46195.0,26.36
12203,India,Soybeans,1999,11380,1083.0,46195.0,26.86
12204,India,Soybeans,1999,11380,1083.0,46195.0,27.24
12205,India,Soybeans,1999,11380,1083.0,46195.0,25.5
12206,India,Soybeans,1999,11380,1083.0,46195.0,26.42
12207,India,Soybeans,1999,11380,1083.0,46195.0,25.78
12208,India,Soybeans,1999,11380,1083.0,46195.0,24.9
12209,India,Soybeans,1999,11380,1083.0,46195.0,26.06
12210,India,Soybeans,1999,11380,1083.0,46195.0,26.36
12211,India,Soybeans,1999,11380,1083.0,46195.0,25.97
12212,India,Soybeans,1999,11380,1083.0,46195.0,25.1
12213,India,Soybeans,1999,11380,1083.0,46195.0,26.85
12214,India,Soybeans,1999,11380,1083.0,46195.0,24.93
12215,India,Soybeans,1999,11380,1083.0,46195.0,26.96
12216,India,Soybeans,1999,11380,1083.0,46195.0,26.96
12217,India,Soybeans,1999,11380,1083.0,46195.0,26.21
12372,India,Soybeans,2000,8222,1083.0,44957.52,25.98
12373,India,Soybeans,2000,8222,1083.0,44957.52,27.44
12374,India,Soybeans,2000,8222,1083.0,44957.52,26.13
12375,India,Soybeans,2000,8222,1083.0,44957.52,24.57
12376,India,Soybeans,2000,8222,1083.0,44957.52,25.34
12377,India,Soybeans,2000,8222,1083.0,44957.52,25.93
12378,India,Soybeans,2000,8222,1083.0,44957.52,26.05
12379,India,Soybeans,2000,8222,1083.0,44957.52,26.49
12380,India,Soybeans,2000,8222,1083.0,44957.52,27.23
12381,India,Soybeans,2000,8222,1083.0,44957.52,25.62
12382,India,Soybeans,2000,8222,1083.0,44957.52,26.43
12383,India,Soybeans,2000,8222,1083.0,44957.52,25.35
12384,India,Soybeans,2000,8222,1083.0,44957.52,24.57
12385,India,Soybeans,2000,8222,1083.0,44957.52,26.18
12386,India,Soybeans,2000,8222,1083.0,44957.52,26.05
12387,India,Soybeans,2000,8222,1083.0,44957.52,25.58
12388,India,Soybeans,2000,8222,1083.0,44957.52,25.11
12389,India,Soybeans,2000,8222,1083.0,44957.52,27.08
12390,India,Soybeans,2000,8222,1083.0,44957.52,24.69
12391,India,Soybeans,2000,8222,1083.0,44957.52,27.03
12392,India,Soybeans,2000,8222,1083.0,44957.52,27.03
12393,India,Soybeans,2000,8222,1083.0,44957.52,25.93
12548,India,Soybeans,2001,9400,1083.0,43720.04,25.76
12549,India,Soybeans,2001,9400,1083.0,43720.04,27.2
12550,India,Soybeans,2001,9400,1083.0,43720.04,26.02
12551,India,Soybeans,2001,9400,1083.0,43720.04,24.5
12552,India,Soybeans,2001,9400,1083.0,43720.04,25.53
12553,India,Soybeans,2001,9400,1083.0,43720.04,25.95
12554,India,Soybeans,2001,9400,1083.0,43720.04,25.86
12555,India,Soybeans,2001,9400,1083.0,43720.04,26.52
12556,India,Soybeans,2001,9400,1083.0,43720.04,27.56
12557,India,Soybeans,2001,9400,1083.0,43720.04,25.59
12558,India,Soybeans,2001,9400,1083.0,43720.04,26.02
12559,India,Soybeans,2001,9400,1083.0,43720.04,25.33
12560,India,Soybeans,2001,9400,1083.0,43720.04,24.5
12561,India,Soybeans,2001,9400,1083.0,43720.04,26.32
12562,India,Soybeans,2001,9400,1083.0,43720.04,25.86
12563,India,Soybeans,2001,9400,1083.0,43720.04,25.82
12564,India,Soybeans,2001,9400,1083.0,43720.04,25.34
12565,India,Soybeans,2001,9400,1083.0,43720.04,26.91
12566,India,Soybeans,2001,9400,1083.0,43720.04,24.76
12567,India,Soybeans,2001,9400,1083.0,43720.04,26.9
12568,India,Soybeans,2001,9400,1083.0,43720.04,26.9
12569,India,Soybeans,2001,9400,1083.0,43720.04,25.92
12724,India,Soybeans,2002,7624,1083.0,42482.56,26.66
12725,India,Soybeans,2002,7624,1083.0,42482.56,27.72
12726,India,Soybeans,2002,7624,1083.0,42482.56,26.79
12727,India,Soybeans,2002,7624,1083.0,42482.56,24.91
12728,India,Soybeans,2002,7624,1083.0,42482.56,25.76
12729,India,Soybeans,2002,7624,1083.0,42482.56,26.55
12730,India,Soybeans,2002,7624,1083.0,42482.56,26.63
12731,India,Soybeans,2002,7624,1083.0,42482.56,26.7
12732,India,Soybeans,2002,7624,1083.0,42482.56,27.67
12733,India,Soybeans,2002,7624,1083.0,42482.56,26.15
12734,India,Soybeans,2002,7624,1083.0,42482.56,27.03
12735,India,Soybeans,2002,7624,1083.0,42482.56,26.12
12736,India,Soybeans,2002,7624,1083.0,42482.56,24.91
12737,India,Soybeans,2002,7624,1083.0,42482.56,26.75
12738,India,Soybeans,2002,7624,1083.0,42482.56,26.63
12739,India,Soybeans,2002,7624,1083.0,42482.56,26.06
12740,India,Soybeans,2002,7624,1083.0,42482.56,25.58
12741,India,Soybeans,2002,7624,1083.0,42482.56,27.15
12742,India,Soybeans,2002,7624,1083.0,42482.56,25.07
12743,India,Soybeans,2002,7624,1083.0,42482.56,27.35
12744,India,Soybeans,2002,7624,1083.0,42482.56,27.35
12745,India,Soybeans,2002,7624,1083.0,42482.56,26.49
12900,India,Soybeans,2004,9082,1083.0,35113.0,26.11
12901,India,Soybeans,2004,9082,1083.0,35113.0,27.63
12902,India,Soybeans,2004,9082,1083.0,35113.0,26.25
12903,India,Soybeans,2004,9082,1083.0,35113.0,24.85
12904,India,Soybeans,2004,9082,1083.0,35113.0,25.25
12905,India,Soybeans,2004,9082,1083.0,35113.0,26.22
12906,India,Soybeans,2004,9082,1083.0,35113.0,26.24
12907,India,Soybeans,2004,9082,1083.0,35113.0,26.63
12908,India,Soybeans,2004,9082,1083.0,35113.0,27.23
12909,India,Soybeans,2004,9082,1083.0,35113.0,25.98
12910,India,Soybeans,2004,9082,1083.0,35113.0,26.64
12911,India,Soybeans,2004,9082,1083.0,35113.0,25.59
12912,India,Soybeans,2004,9082,1083.0,35113.0,24.85
12913,India,Soybeans,2004,9082,1083.0,35113.0,26.41
12914,India,Soybeans,2004,9082,1083.0,35113.0,26.24
12915,India,Soybeans,2004,9082,1083.0,35113.0,25.69
12916,India,Soybeans,2004,9082,1083.0,35113.0,25.32
12917,India,Soybeans,2004,9082,1083.0,35113.0,27.16
12918,India,Soybeans,2004,9082,1083.0,35113.0,24.69
12919,India,Soybeans,2004,9082,1083.0,35113.0,27.29
12920,India,Soybeans,2004,9082,1083.0,35113.0,27.29
12921,India,Soybeans,2004,9082,1083.0,35113.0,25.95
13076,India,Soybeans,2005,10734,1083.0,35342.0,25.85
13077,India,Soybeans,2005,10734,1083.0,35342.0,26.83
13078,India,Soybeans,2005,10734,1083.0,35342.0,26.28
13079,India,Soybeans,2005,10734,1083.0,35342.0,24.12
13080,India,Soybeans,2005,10734,1083.0,35342.0,25.48
13081,India,Soybeans,2005,10734,1083.0,35342.0,25.82
13082,India,Soybeans,2005,10734,1083.0,35342.0,25.72
13083,India,Soybeans,2005,10734,1083.0,35342.0,26.73
13084,India,Soybeans,2005,10734,1083.0,35342.0,27.49
13085,India,Soybeans,2005,10734,1083.0,35342.0,25.4
13086,India,Soybeans,2005,10734,1083.0,35342.0,25.77
13087,India,Soybeans,2005,10734,1083.0,35342.0,25.62
13088,India,Soybeans,2005,10734,1083.0,35342.0,24.12
13089,India,Soybeans,2005,10734,1083.0,35342.0,26.23
13090,India,Soybeans,2005,10734,1083.0,35342.0,25.72
13091,India,Soybeans,2005,10734,1083.0,35342.0,26.11
13092,India,Soybeans,2005,10734,1083.0,35342.0,25.09
13093,India,Soybeans,2005,10734,1083.0,35342.0,26.51
13094,India,Soybeans,2005,10734,1083.0,35342.0,25.07
13095,India,Soybeans,2005,10734,1083.0,35342.0,26.72
13096,India,Soybeans,2005,10734,1083.0,35342.0,26.72
13097,India,Soybeans,2005,10734,1083.0,35342.0,26.3
13252,India,Soybeans,2006,10628,1083.0,37423.0,26.34
13253,India,Soybeans,2006,10628,1083.0,37423.0,27.28
13254,India,Soybeans,2006,10628,1083.0,37423.0,26.39
13255,India,Soybeans,2006,10628,1083.0,37423.0,24.72
13256,India,Soybeans,2006,10628,1083.0,37423.0,25.42
13257,India,Soybeans,2006,10628,1083.0,37423.0,26.04
13258,India,Soybeans,2006,10628,1083.0,37423.0,26.37
13259,India,Soybeans,2006,10628,1083.0,37423.0,26.99
13260,India,Soybeans,2006,10628,1083.0,37423.0,27.47
13261,India,Soybeans,2006,10628,1083.0,37423.0,25.78
13262,India,Soybeans,2006,10628,1083.0,37423.0,26.43
13263,India,Soybeans,2006,10628,1083.0,37423.0,25.85
13264,India,Soybeans,2006,10628,1083.0,37423.0,24.72
13265,India,Soybeans,2006,10628,1083.0,37423.0,26.37
13266,India,Soybeans,2006,10628,1083.0,37423.0,26.37
13267,India,Soybeans,2006,10628,1083.0,37423.0,26.13
13268,India,Soybeans,2006,10628,1083.0,37423.0,25.31
13269,India,Soybeans,2006,10628,1083.0,37423.0,26.94
13270,India,Soybeans,2006,10628,1083.0,37423.0,24.98
13271,India,Soybeans,2006,10628,1083.0,37423.0,27.15
13272,India,Soybeans,2006,10628,1083.0,37423.0,27.15
13273,India,Soybeans,2006,10628,1083.0,37423.0,26.28
13428,India,Soybeans,2007,12351,1083.0,27422.77,26.0
13429,India,Soybeans,2007,12351,1083.0,27422.77,27.51
13430,India,Soybeans,2007,12351,1083.0,27422.77,25.98
13431,India,Soybeans,2007,12351,1083.0,27422.77,24.6
13432,India,Soybeans,2007,12351,1083.0,27422.77,25.46
13433,India,Soybeans,2007,12351,1083.0,27422.77,25.95
13434,India,Soybeans,2007,12351,1083.0,27422.77,26.15
13435,India,Soybeans,2007,12351,1083.0,27422.77,26.58
13436,India,Soybeans,2007,12351,1083.0,27422.77,27.55
13437,India,Soybeans,2007,12351,1083.0,27422.77,25.66
13438,India,Soybeans,2007,12351,1083.0,27422.77,26.27
13439,India,Soybeans,2007,12351,1083.0,27422.77,25.44
13440,India,Soybeans,2007,12351,1083.0,27422.77,24.6
13441,India,Soybeans,2007,12351,1083.0,27422.77,26.39
13442,India,Soybeans,2007,12351,1083.0,27422.77,26.15
13443,India,Soybeans,2007,12351,1083.0,27422.77,25.59
13444,India,Soybeans,2007,12351,1083.0,27422.77,25.58
13445,India,Soybeans,2007,12351,1083.0,27422.77,27.23
13446,India,Soybeans,2007,12351,1083.0,27422.77,24.59
13447,India,Soybeans,2007,12351,1083.0,27422.77,27.31
13448,India,Soybeans,2007,12351,1083.0,27422.77,27.31
13449,India,Soybeans,2007,12351,1083.0,27422.77,25.82
13604,India,Soybeans,2008,10415,1083.0,14485.33,25.57
13605,India,Soybeans,2008,10415,1083.0,14485.33,27.05
13606,India,Soybeans,2008,10415,1083.0,14485.33,25.78
13607,India,Soybeans,2008,10415,1083.0,14485.33,24.25
13608,India,Soybeans,2008,10415,1083.0,14485.33,25.35
13609,India,Soybeans,2008,10415,1083.0,14485.33,25.65
13610,India,Soybeans,2008,10415,1083.0,14485.33,25.68
13611,India,Soybeans,2008,10415,1083.0,14485.33,26.52
13612,India,Soybeans,2008,10415,1083.0,14485.33,27.45
13613,India,Soybeans,2008,10415,1083.0,14485.33,25.3
13614,India,Soybeans,2008,10415,1083.0,14485.33,25.88
13615,India,Soybeans,2008,10415,1083.0,14485.33,25.11
13616,India,Soybeans,2008,10415,1083.0,14485.33,24.25
13617,India,Soybeans,2008,10415,1083.0,14485.33,26.19
13618,India,Soybeans,2008,10415,1083.0,14485.33,25.68
13619,India,Soybeans,2008,10415,1083.0,14485.33,25.56
13620,India,Soybeans,2008,10415,1083.0,14485.33,25.23
13621,India,Soybeans,2008,10415,1083.0,14485.33,26.51
13622,India,Soybeans,2008,10415,1083.0,14485.33,24.51
13623,India,Soybeans,2008,10415,1083.0,14485.33,26.83
13624,India,Soybeans,2008,10415,1083.0,14485.33,26.83
13625,India,Soybeans,2008,10415,1083.0,14485.33,25.66
13780,India,Soybeans,2009,10236,1083.0,28707.01,26.55
13781,India,Soybeans,2009,10236,1083.0,28707.01,28.1
13782,India,Soybeans,2009,10236,1083.0,28707.01,26.76
13783,India,Soybeans,2009,10236,1083.0,28707.01,24.87
13784,India,Soybeans,2009,10236,1083.0,28707.01,25.73
13785,India,Soybeans,2009,10236,1083.0,28707.01,26.68
13786,India,Soybeans,2009,10236,1083.0,28707.01,26.55
13787,India,Soybeans,2009,10236,1083.0,28707.01,27.15
13788,India,Soybeans,2009,10236,1083.0,28707.01,28.03
13789,India,Soybeans,2009,10236,1083.0,28707.01,26.41
13790,India,Soybeans,2009,10236,1083.0,28707.01,26.92
13791,India,Soybeans,2009,10236,1083.0,28707.01,25.99
13792,India,Soybeans,2009,10236,1083.0,28707.01,24.87
13793,India,Soybeans,2009,10236,1083.0,28707.01,27.14
13794,India,Soybeans,2009,10236,1083.0,28707.01,26.55
13795,India,Soybeans,2009,10236,1083.0,28707.01,26.31
13796,India,Soybeans,2009,10236,1083.0,28707.01,25.87
13797,India,Soybeans,2009,10236,1083.0,28707.01,27.43
13798,India,Soybeans,2009,10236,1083.0,28707.01,25.38
13799,India,Soybeans,2009,10236,1083.0,28707.01,27.82
13800,India,Soybeans,2009,10236,1083.0,28707.01,27.82
13801,India,Soybeans,2009,10236,1083.0,28707.01,26.55
13956,India,Soybeans,2010,13330,1083.0,40093.69,26.51
13957,India,Soybeans,2010,13330,1083.0,40093.69,28.02
13958,India,Soybeans,2010,13330,1083.0,40093.69,26.81
13959,India,Soybeans,2010,13330,1083.0,40093.69,24.98
13960,India,Soybeans,2010,13330,1083.0,40093.69,25.71
13961,India,Soybeans,2010,13330,1083.0,40093.69,26.61
13962,India,Soybeans,2010,13330,1083.0,40093.69,26.52
13963,India,Soybeans,2010,13330,1083.0,40093.69,27.29
13964,India,Soybeans,2010,13330,1083.0,40093.69,27.69
13965,India,Soybeans,2010,13330,1083.0,40093.69,26.31
13966,India,Soybeans,2010,13330,1083.0,40093.69,26.82
13967,India,Soybeans,2010,13330,1083.0,40093.69,26.02
13968,India,Soybeans,2010,13330,1083.0,40093.69,24.98
13969,India,Soybeans,2010,13330,1083.0,40093.69,26.93
13970,India,Soybeans,2010,13330,1083.0,40093.69,26.52
13971,India,Soybeans,2010,13330,1083.0,40093.69,26.54
13972,India,Soybeans,2010,13330,1083.0,40093.69,25.75
13973,India,Soybeans,2010,13330,1083.0,40093.69,27.16
13974,India,Soybeans,2010,13330,1083.0,40093.69,25.54
13975,India,Soybeans,2010,13330,1083.0,40093.69,27.68
13976,India,Soybeans,2010,13330,1083.0,40093.69,27.68
13977,India,Soybeans,2010,13330,1083.0,40093.69,26.67
14132,India,Soybeans,2011,11998,1083.0,55540.0,25.53
14133,India,Soybeans,2011,11998,1083.0,55540.0,27.29
14134,India,Soybeans,2011,11998,1083.0,55540.0,25.81
14135,India,Soybeans,2011,11998,1083.0,55540.0,24.35
14136,India,Soybeans,2011,11998,1083.0,55540.0,25.36
14137,India,Soybeans,2011,11998,1083.0,55540.0,25.72
14138,India,Soybeans,2011,11998,1083.0,55540.0,25.63
14139,India,Soybeans,2011,11998,1083.0,55540.0,26.41
14140,India,Soybeans,2011,11998,1083.0,55540.0,27.41
14141,India,Soybeans,2011,11998,1083.0,55540.0,25.45
14142,India,Soybeans,2011,11998,1083.0,55540.0,25.92
14143,India,Soybeans,2011,11998,1083.0,55540.0,25.06
14144,India,Soybeans,2011,11998,1083.0,55540.0,24.35
14145,India,Soybeans,2011,11998,1083.0,55540.0,26.0
14146,India,Soybeans,2011,11998,1083.0,55540.0,25.63
14147,India,Soybeans,2011,11998,1083.0,55540.0,25.48
14148,India,Soybeans,2011,11998,1083.0,55540.0,25.16
14149,India,Soybeans,2011,11998,1083.0,55540.0,26.84
14150,India,Soybeans,2011,11998,1083.0,55540.0,24.5
14151,India,Soybeans,2011,11998,1083.0,55540.0,27.02
14152,India,Soybeans,2011,11998,1083.0,55540.0,27.02
14153,India,Soybeans,2011,11998,1083.0,55540.0,25.64
14308,India,Soybeans,2012,13530,1083.0,52980.0,25.86
14309,India,Soybeans,2012,13530,1083.0,52980.0,27.03
14310,India,Soybeans,2012,13530,1083.0,52980.0,26.21
14311,India,Soybeans,2012,13530,1083.0,52980.0,24.37
14312,India,Soybeans,2012,13530,1083.0,52980.0,26.04
14313,India,Soybeans,2012,13530,1083.0,52980.0,25.82
14314,India,Soybeans,2012,13530,1083.0,52980.0,25.89
14315,India,Soybeans,2012,13530,1083.0,52980.0,26.94
14316,India,Soybeans,2012,13530,1083.0,52980.0,28.02
14317,India,Soybeans,2012,13530,1083.0,52980.0,25.39
14318,India,Soybeans,2012,13530,1083.0,52980.0,25.88
14319,India,Soybeans,2012,13530,1083.0,52980.0,25.45
14320,India,Soybeans,2012,13530,1083.0,52980.0,24.37
14321,India,Soybeans,2012,13530,1083.0,52980.0,26.33
14322,India,Soybeans,2012,13530,1083.0,52980.0,25.89
14323,India,Soybeans,2012,13530,1083.0,52980.0,25.98
14324,India,Soybeans,2012,13530,1083.0,52980.0,25.3
14325,India,Soybeans,2012,13530,1083.0,52980.0,26.65
14326,India,Soybeans,2012,13530,1083.0,52980.0,25.09
14327,India,Soybeans,2012,13530,1083.0,52980.0,26.89
14328,India,Soybeans,2012,13530,1083.0,52980.0,26.89
14329,India,Soybeans,2012,13530,1083.0,52980.0,26.09
14484,India,Soybeans,2013,10123,1083.0,45620.0,26.69
14485,India,Soybeans,2013,10123,1083.0,45620.0,27.61
14486,India,Soybeans,2013,10123,1083.0,45620.0,27.1
14487,India,Soybeans,2013,10123,1083.0,45620.0,25.44
14488,India,Soybeans,2013,10123,1083.0,45620.0,26.61
14489,India,Soybeans,2013,10123,1083.0,45620.0,26.37
14490,India,Soybeans,2013,10123,1083.0,45620.0,26.71
14491,India,Soybeans,2013,10123,1083.0,45620.0,27.37
14492,India,Soybeans,2013,10123,1083.0,45620.0,28.85
14493,India,Soybeans,2013,10123,1083.0,45620.0,25.94
14494,India,Soybeans,2013,10123,1083.0,45620.0,26.84
14495,India,Soybeans,2013,10123,1083.0,45620.0,26.12
14496,India,Soybeans,2013,10123,1083.0,45620.0,25.44
14497,India,Soybeans,2013,10123,1083.0,45620.0,27.11
14498,India,Soybeans,2013,10123,1083.0,45620.0,26.71
14499,India,Soybeans,2013,10123,1083.0,45620.0,26.79
14500,India,Soybeans,2013,10123,1083.0,45620.0,25.85
14501,India,Soybeans,2013,10123,1083.0,45620.0,27.14
14502,India,Soybeans,2013,10123,1083.0,45620.0,25.98
14503,India,Soybeans,2013,10123,1083.0,45620.0,27.44
14504,India,Soybeans,2013,10123,1083.0,45620.0,27.44
14505,India,Soybeans,2013,10123,1083.0,45620.0,26.99
14574,Indonesia,Soybeans,1990,11149,2702.0,2432.0,25.37
14575,Indonesia,Soybeans,1990,11149,2702.0,2432.0,27.05
14576,Indonesia,Soybeans,1990,11149,2702.0,2432.0,27.11
14577,Indonesia,Soybeans,1990,11149,2702.0,2432.0,27.18
14578,Indonesia,Soybeans,1990,11149,2702.0,2432.0,26.79
14579,Indonesia,Soybeans,1990,11149,2702.0,2432.0,27.47
14610,Indonesia,Soybeans,1991,11369,2702.0,3259.0,25.27
14611,Indonesia,Soybeans,1991,11369,2702.0,3259.0,27.04
14612,Indonesia,Soybeans,1991,11369,2702.0,3259.0,26.92
14613,Indonesia,Soybeans,1991,11369,2702.0,3259.0,27.05
14614,Indonesia,Soybeans,1991,11369,2702.0,3259.0,26.61
14615,Indonesia,Soybeans,1991,11369,2702.0,3259.0,27.21
14646,Indonesia,Soybeans,1992,11230,2702.0,825.0,25.17
14647,Indonesia,Soybeans,1992,11230,2702.0,825.0,26.96
14648,Indonesia,Soybeans,1992,11230,2702.0,825.0,27.01
14649,Indonesia,Soybeans,1992,11230,2702.0,825.0,27.2
14650,Indonesia,Soybeans,1992,11230,2702.0,825.0,26.72
14651,Indonesia,Soybeans,1992,11230,2702.0,825.0,27.4
14682,Indonesia,Soybeans,1993,11621,2702.0,1597.0,25.46
14683,Indonesia,Soybeans,1993,11621,2702.0,1597.0,27.04
14684,Indonesia,Soybeans,1993,11621,2702.0,1597.0,26.9
14685,Indonesia,Soybeans,1993,11621,2702.0,1597.0,27.21
14686,Indonesia,Soybeans,1993,11621,2702.0,1597.0,26.88
14687,Indonesia,Soybeans,1993,11621,2702.0,1597.0,27.51
14718,Indonesia,Soybeans,1994,11123,2702.0,1597.0,25.21
14719,Indonesia,Soybeans,1994,11123,2702.0,1597.0,27.12
14720,Indonesia,Soybeans,1994,11123,2702.0,1597.0,26.97
14721,Indonesia,Soybeans,1994,11123,2702.0,1597.0,27.34
14722,Indonesia,Soybeans,1994,11123,2702.0,1597.0,26.56
14723,Indonesia,Soybeans,1994,11123,2702.0,1597.0,27.18
14754,Indonesia,Soybeans,1995,11371,2702.0,1597.0,25.46
14755,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.15
14756,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.08
14757,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.28
14758,Indonesia,Soybeans,1995,11371,2702.0,1597.0,26.74
14759,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.32
14790,Indonesia,Soybeans,1996,11915,2702.0,1597.0,25.41
14791,Indonesia,Soybeans,1996,11915,2702.0,1597.0,27.07
14792,Indonesia,Soybeans,1996,11915,2702.0,1597.0,27.0
14793,Indonesia,Soybeans,1996,11915,2702.0,1597.0,27.2
14794,Indonesia,Soybeans,1996,11915,2702.0,1597.0,26.83
14795,Indonesia,Soybeans,1996,11915,2702.0,1597.0,27.53
14826,Indonesia,Soybeans,1997,12125,2702.0,1597.0,25.52
14827,Indonesia,Soybeans,1997,12125,2702.0,1597.0,27.37
14828,Indonesia,Soybeans,1997,12125,2702.0,1597.0,27.26
14829,Indonesia,Soybeans,1997,12125,2702.0,1597.0,27.62
14830,Indonesia,Soybeans,1997,12125,2702.0,1597.0,26.83
14831,Indonesia,Soybeans,1997,12125,2702.0,1597.0,27.46
14862,Indonesia,Soybeans,1998,11923,2702.0,1597.0,25.81
14863,Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.58
14864,Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.72
14865,Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.77
14866,Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.28
14867,Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.9
14898,Indonesia,Soybeans,1999,12013,2702.0,1597.0,25.26
14899,Indonesia,Soybeans,1999,12013,2702.0,1597.0,27.01
14900,Indonesia,Soybeans,1999,12013,2702.0,1597.0,26.82
